No.,Time,Source,Destination,Protocol,Length,Time since previous frame in this TCP stream,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Time to Live,Arrival Time,S7 Communication,Data length,Function,Length,Byte Address,Info,label
1083,38.220054,192.168.0.13,192.168.0.1,TCP,60,0.167618,80,102,0,0,64,"Jan 22, 2024 16:21:20.136410000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1084,38.220537,192.168.0.13,192.168.0.1,TCP,60,0.000483,80,102,1,0,64,"Jan 22, 2024 16:21:20.136893000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1085,38.260867,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:20.177223000 China Standard Time",,,,,,"NTP Version 4, symmetric passive",Abnormal
1086,38.300252,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:20.216608000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1087,38.340016,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:20.256372000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1088,38.379693,192.168.0.13,192.168.0.1,TCP,60,0.159156,80,102,0,0,64,"Jan 22, 2024 16:21:20.296049000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1089,38.380579,192.168.0.13,192.168.0.1,TCP,60,0.000886,80,102,1,0,64,"Jan 22, 2024 16:21:20.296935000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1090,38.428326,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:20.344682000 China Standard Time",,,,,,"NTP Version 4, symmetric passive",Abnormal
1091,38.468188,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:20.384544000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1092,38.468645,192.168.0.2,192.168.0.1,COTP,145,0.308667,56667,102,12965,39212,128,"Jan 22, 2024 16:21:20.385001000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1093,38.469309,192.168.0.2,192.168.0.1,COTP,61,0.000664,56667,102,13056,39266,128,"Jan 22, 2024 16:21:20.385665000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1094,38.4695,192.168.0.2,192.168.0.1,COTP,61,0.000191,56667,102,13063,39528,128,"Jan 22, 2024 16:21:20.385856000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1095,38.508091,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:20.424447000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1096,38.543782,192.168.0.13,192.168.0.1,TCP,60,0.163203,80,102,0,0,64,"Jan 22, 2024 16:21:20.460138000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1097,38.544192,192.168.0.13,192.168.0.1,TCP,60,0.00041,80,102,1,0,64,"Jan 22, 2024 16:21:20.460548000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1098,38.576035,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:20.492391000 China Standard Time",,,,,,"NTP Version 4, private, Request, Unknown",Abnormal
1099,38.616145,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:20.532501000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1100,38.655504,192.168.0.2,192.168.0.1,COTP,61,0.999238,56665,102,640,6769,128,"Jan 22, 2024 16:21:20.571860000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1101,38.655836,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:20.572192000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1102,38.703871,192.168.0.13,192.168.0.1,TCP,60,0.159679,80,102,0,0,64,"Jan 22, 2024 16:21:20.620227000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1103,38.704101,192.168.0.13,192.168.0.1,TCP,60,0.00023,80,102,1,0,64,"Jan 22, 2024 16:21:20.620457000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1104,38.744551,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:20.660907000 China Standard Time",,,,,,"NTP Version 4, broadcast",Abnormal
1105,38.771403,192.168.0.2,192.168.0.1,COTP,145,0.301903,56667,102,13070,39528,128,"Jan 22, 2024 16:21:20.687759000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1106,38.77198,192.168.0.2,192.168.0.1,COTP,61,0.000577,56667,102,13161,39582,128,"Jan 22, 2024 16:21:20.688336000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1107,38.772111,192.168.0.2,192.168.0.1,TCP,54,0.000131,56667,102,13168,39844,128,"Jan 22, 2024 16:21:20.688467000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=13168 Ack=39844 Win=64240 Len=0,Normal
1108,38.772146,192.168.0.2,192.168.0.1,COTP,61,0.000035,56667,102,13168,39844,128,"Jan 22, 2024 16:21:20.688502000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1109,38.78438,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:20.700736000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1110,38.823814,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:20.740170000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1111,38.87175,192.168.0.13,192.168.0.1,TCP,60,0.167649,80,102,0,0,64,"Jan 22, 2024 16:21:20.788106000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1112,38.872181,192.168.0.13,192.168.0.1,TCP,60,0.000431,80,102,1,0,64,"Jan 22, 2024 16:21:20.788537000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1113,38.920364,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:20.836720000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
1114,38.960554,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:20.876910000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1115,39.000002,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:20.916358000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1116,39.039829,192.168.0.13,192.168.0.1,TCP,60,0.167648,80,102,0,0,64,"Jan 22, 2024 16:21:20.956185000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1117,39.04024,192.168.0.13,192.168.0.1,TCP,60,0.000411,80,102,1,0,64,"Jan 22, 2024 16:21:20.956596000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1118,39.053993,192.168.1.241,192.168.1.1,COTP,61,1.110897,62991,102,1638,3759,128,"Jan 22, 2024 16:21:20.970349000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1119,39.082774,192.168.0.2,192.168.0.1,COTP,145,0.310628,56667,102,13175,39844,128,"Jan 22, 2024 16:21:20.999130000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1120,39.083223,192.168.0.2,192.168.0.1,COTP,61,0.000449,56667,102,13266,39898,128,"Jan 22, 2024 16:21:20.999579000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1121,39.083797,192.168.0.2,192.168.0.1,COTP,61,0.000574,56667,102,13273,40160,128,"Jan 22, 2024 16:21:21.000153000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1122,39.088024,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:21.004380000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
1123,39.135975,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:21.052331000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1124,39.176011,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:21.092367000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1125,39.21621,192.168.0.13,192.168.0.1,TCP,60,0.17597,80,102,0,0,64,"Jan 22, 2024 16:21:21.132566000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1126,39.216472,192.168.0.13,192.168.0.1,TCP,60,0.000262,80,102,1,0,64,"Jan 22, 2024 16:21:21.132828000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1127,39.256233,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:21.172589000 China Standard Time",,,,,,"NTP Version 4, private, Request, Unknown",Abnormal
1128,39.29584,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:21.212196000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1129,39.339734,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:21.256090000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1130,39.356304,192.168.0.2,192.168.0.1,COTP,61,0.7008,56665,102,647,6818,128,"Jan 22, 2024 16:21:21.272660000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1131,39.375898,192.168.0.13,192.168.0.1,TCP,60,0.159426,80,102,0,0,64,"Jan 22, 2024 16:21:21.292254000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1132,39.376507,192.168.0.13,192.168.0.1,TCP,60,0.000609,80,102,1,0,64,"Jan 22, 2024 16:21:21.292863000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1133,39.393849,192.168.0.2,192.168.0.1,COTP,145,0.310052,56667,102,13280,40160,128,"Jan 22, 2024 16:21:21.310205000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1134,39.394652,192.168.0.2,192.168.0.1,COTP,61,0.000803,56667,102,13371,40214,128,"Jan 22, 2024 16:21:21.311008000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1135,39.39535,192.168.0.2,192.168.0.1,COTP,61,0.000698,56667,102,13378,40476,128,"Jan 22, 2024 16:21:21.311706000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1136,39.412029,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:21.328385000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
1137,39.452189,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:21.368545000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1138,39.49977,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:21.416126000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1139,39.547924,192.168.0.13,192.168.0.1,TCP,60,0.171417,80,102,0,0,64,"Jan 22, 2024 16:21:21.464280000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1140,39.548422,192.168.0.13,192.168.0.1,TCP,60,0.000498,80,102,1,0,64,"Jan 22, 2024 16:21:21.464778000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1141,39.588045,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:21.504401000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
1142,39.62811,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:21.544466000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1143,39.655313,192.168.0.2,192.168.0.1,COTP,61,0.299009,56665,102,654,6948,128,"Jan 22, 2024 16:21:21.571669000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1144,39.667756,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:21.584112000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1145,39.695985,192.168.0.2,192.168.0.1,COTP,145,0.300635,56667,102,13385,40476,128,"Jan 22, 2024 16:21:21.612341000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1146,39.696556,192.168.0.2,192.168.0.1,COTP,61,0.000571,56667,102,13476,40530,128,"Jan 22, 2024 16:21:21.612912000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1147,39.696743,192.168.0.2,192.168.0.1,COTP,61,0.000187,56667,102,13483,40792,128,"Jan 22, 2024 16:21:21.613099000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1148,39.707751,192.168.0.13,192.168.0.1,TCP,60,0.159329,80,102,0,0,64,"Jan 22, 2024 16:21:21.624107000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1149,39.707997,192.168.0.13,192.168.0.1,TCP,60,0.000246,80,102,1,0,64,"Jan 22, 2024 16:21:21.624353000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1150,39.740377,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:21.656733000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
1151,39.788094,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:21.704450000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1152,39.828196,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:21.744552000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1153,39.867729,192.168.0.13,192.168.0.1,TCP,60,0.159732,80,102,0,0,64,"Jan 22, 2024 16:21:21.784085000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1154,39.868328,192.168.0.13,192.168.0.1,TCP,60,0.000599,80,102,1,0,64,"Jan 22, 2024 16:21:21.784684000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1155,39.908105,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:21.824461000 China Standard Time",,,,,,"NTP Version 4, symmetric active",Abnormal
1156,39.948454,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:21.864810000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1157,39.988239,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:21.904595000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1158,40.010455,192.168.0.2,192.168.0.1,COTP,145,0.313712,56667,102,13490,40792,128,"Jan 22, 2024 16:21:21.926811000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1159,40.010883,192.168.0.2,192.168.0.1,COTP,61,0.000428,56667,102,13581,40846,128,"Jan 22, 2024 16:21:21.927239000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1160,40.011108,192.168.0.2,192.168.0.1,COTP,61,0.000225,56667,102,13588,41108,128,"Jan 22, 2024 16:21:21.927464000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1161,40.035942,192.168.0.13,192.168.0.1,TCP,60,0.167614,80,102,0,0,64,"Jan 22, 2024 16:21:21.952298000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1162,40.036238,192.168.0.13,192.168.0.1,TCP,60,0.000296,80,102,1,0,64,"Jan 22, 2024 16:21:21.952594000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1163,40.076367,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:21.992723000 China Standard Time",,,,,,"NTP Version 4, private, Request, Unknown[Malformed Packet]",Abnormal
1164,40.123953,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:22.040309000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1165,40.163874,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:22.080230000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1166,40.171013,192.168.1.241,192.168.1.1,COTP,61,1.11702,62991,102,1645,3856,128,"Jan 22, 2024 16:21:22.087369000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1167,40.203862,192.168.0.13,192.168.0.1,TCP,60,0.167624,80,102,0,0,64,"Jan 22, 2024 16:21:22.120218000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1168,40.204156,192.168.0.13,192.168.0.1,TCP,60,0.000294,80,102,1,0,64,"Jan 22, 2024 16:21:22.120512000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1169,40.236387,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:22.152743000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
1170,40.27608,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:22.192436000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1171,40.31613,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:22.232486000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1172,40.322901,192.168.0.2,192.168.0.1,COTP,145,0.311793,56667,102,13595,41108,128,"Jan 22, 2024 16:21:22.239257000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1173,40.323224,192.168.0.2,192.168.0.1,COTP,61,0.000323,56667,102,13686,41162,128,"Jan 22, 2024 16:21:22.239580000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1174,40.323993,192.168.0.2,192.168.0.1,COTP,61,0.000769,56667,102,13693,41424,128,"Jan 22, 2024 16:21:22.240349000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1175,40.35186,192.168.0.13,192.168.0.1,TCP,60,0.147704,80,102,0,0,64,"Jan 22, 2024 16:21:22.268216000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1176,40.352132,192.168.0.13,192.168.0.1,TCP,60,0.000272,80,102,1,0,64,"Jan 22, 2024 16:21:22.268488000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1177,40.396044,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:22.312400000 China Standard Time",,,,,,"NTP Version 4, private, Response, SET_SYS_FLAG",Abnormal
1178,40.435823,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:22.352179000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1179,40.475728,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:22.392084000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1180,40.523797,192.168.0.13,192.168.0.1,TCP,60,0.171665,80,102,0,0,64,"Jan 22, 2024 16:21:22.440153000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1181,40.524027,192.168.0.13,192.168.0.1,TCP,60,0.00023,80,102,1,0,64,"Jan 22, 2024 16:21:22.440383000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1182,40.560283,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:22.476639000 China Standard Time",,,,,,"NTP Version 4, symmetric active",Abnormal
1183,40.604167,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:22.520523000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1184,40.62821,192.168.0.2,192.168.0.1,COTP,145,0.304217,56667,102,13700,41424,128,"Jan 22, 2024 16:21:22.544566000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1185,40.628812,192.168.0.2,192.168.0.1,COTP,61,0.000602,56667,102,13791,41478,128,"Jan 22, 2024 16:21:22.545168000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1186,40.629051,192.168.0.2,192.168.0.1,COTP,61,0.000239,56667,102,13798,41740,128,"Jan 22, 2024 16:21:22.545407000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1187,40.639992,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:22.556348000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1188,40.660991,192.168.0.2,192.168.0.1,COTP,61,1.005678,56665,102,661,7078,128,"Jan 22, 2024 16:21:22.577347000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1189,40.67581,192.168.0.13,192.168.0.1,TCP,60,0.151783,80,102,0,0,64,"Jan 22, 2024 16:21:22.592166000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1190,40.676579,192.168.0.13,192.168.0.1,TCP,60,0.000769,80,102,1,0,64,"Jan 22, 2024 16:21:22.592935000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1191,40.720003,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:22.636359000 China Standard Time",,,,,,"NTP Version 4, private, Request, Unknown",Abnormal
1192,40.759973,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:22.676329000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1193,40.806952,192.168.1.241,192.168.1.1,COTP,61,0.635939,62991,102,1652,3905,128,"Jan 22, 2024 16:21:22.723308000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1194,40.807741,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:22.724097000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1195,40.863932,192.168.0.13,192.168.0.1,TCP,60,0.187353,80,102,0,0,64,"Jan 22, 2024 16:21:22.780288000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1196,40.864258,192.168.0.13,192.168.0.1,TCP,60,0.000326,80,102,1,0,64,"Jan 22, 2024 16:21:22.780614000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1197,40.896423,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:22.812779000 China Standard Time",,,,,,"NTP Version 4, broadcast",Abnormal
1198,40.935914,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:22.852270000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1199,40.939538,192.168.0.2,192.168.0.1,COTP,145,0.310487,56667,102,13805,41740,128,"Jan 22, 2024 16:21:22.855894000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1200,40.940074,192.168.0.2,192.168.0.1,COTP,61,0.000536,56667,102,13896,41794,128,"Jan 22, 2024 16:21:22.856430000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1201,40.940492,192.168.0.2,192.168.0.1,COTP,61,0.000418,56667,102,13903,42056,128,"Jan 22, 2024 16:21:22.856848000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1202,40.976212,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:22.892568000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1203,41.015905,192.168.0.13,192.168.0.1,TCP,60,0.151647,80,102,0,0,64,"Jan 22, 2024 16:21:22.932261000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1204,41.016127,192.168.0.13,192.168.0.1,TCP,60,0.000222,80,102,1,0,64,"Jan 22, 2024 16:21:22.932483000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1205,41.060206,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:22.976562000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
1206,41.100263,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,IPv4,60,,,,,,,"Jan 22, 2024 16:21:23.016619000 China Standard Time",,,,,,"Bogus IPv4 version (3, must be 4)",Abnormal
1207,41.140144,192.168.0.13,192.168.0.1,IPv4,60,,,,,,64,"Jan 22, 2024 16:21:23.056500000 China Standard Time",,,,,,"Fragmented IP protocol (proto=UDP 17, off=0, ID=002a)",Abnormal
1208,41.179887,192.168.0.13,192.168.0.1,TCP,60,0.16376,80,102,0,0,64,"Jan 22, 2024 16:21:23.096243000 China Standard Time",,,,,,[TCP Retransmission] 80  >  102 [SYN] Seq=0 Win=8192 Len=0,Abnormal
1209,41.180467,192.168.0.13,192.168.0.1,TCP,60,0.00058,80,102,1,0,64,"Jan 22, 2024 16:21:23.096823000 China Standard Time",,,,,,80  >  102 [RST] Seq=1 Win=0 Len=0,Abnormal
1210,41.220032,192.168.0.13,192.168.0.1,NTP,90,,,,,,64,"Jan 22, 2024 16:21:23.136388000 China Standard Time",,,,,,"NTP Version 4, server",Abnormal
