No.,Time,Source,Destination,Protocol,Length,Time since previous frame in this TCP stream,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Time to Live,Arrival Time,S7 Communication,Data length,Function,Length,Byte Address,Info,label
1742,58.158876,192.168.0.2,192.168.0.1,COTP,61,0.000328,56667,102,19699,59583,128,"Jan 22, 2024 16:21:40.075232000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1743,58.395174,192.168.0.2,192.168.0.1,COTP,61,0.236298,56667,102,19706,59632,128,"Jan 22, 2024 16:21:40.311530000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1744,58.471425,192.168.0.2,192.168.0.1,COTP,145,0.076251,56667,102,19713,59632,128,"Jan 22, 2024 16:21:40.387781000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1745,58.472308,192.168.0.2,192.168.0.1,COTP,61,0.000883,56667,102,19804,59686,128,"Jan 22, 2024 16:21:40.388664000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1746,58.472722,192.168.0.2,192.168.0.1,COTP,61,0.000414,56667,102,19811,59948,128,"Jan 22, 2024 16:21:40.389078000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1747,58.484265,PcsCompu_53:3b:4f,LLDP_Multicast,LLDP,152,,,,,,,"Jan 22, 2024 16:21:40.400621000 China Standard Time",,,,,,"LA/windows10 LA/port-001 20 SysN=WINDOWS10 SysD=innotek GmbH VirtualBox,1.2,0 + HMI RTClass3 Port Status = OFF",Abnormal
1748,58.692461,192.168.0.2,192.168.0.1,COTP,61,1.005646,56665,102,808,9565,128,"Jan 22, 2024 16:21:40.608817000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1749,58.783781,192.168.0.2,192.168.0.1,COTP,145,0.311059,56667,102,19818,59948,128,"Jan 22, 2024 16:21:40.700137000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1750,58.784344,192.168.0.2,192.168.0.1,COTP,61,0.000563,56667,102,19909,60002,128,"Jan 22, 2024 16:21:40.700700000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1751,58.78477,192.168.0.2,192.168.0.1,COTP,61,0.000426,56667,102,19916,60264,128,"Jan 22, 2024 16:21:40.701126000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1752,58.930609,192.168.0.13,192.168.0.1,S7COMM,85,0.959337,46408,102,785,593,64,"Jan 22, 2024 16:21:40.846965000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1753,58.93101,192.168.0.13,192.168.0.1,TCP,60,0.000401,46408,102,816,619,64,"Jan 22, 2024 16:21:40.847366000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=816 Ack=619 Win=64069 Len=0,Abnormal
1754,58.932358,192.168.0.13,192.168.0.1,S7COMM,90,0.001348,46408,102,816,619,64,"Jan 22, 2024 16:21:40.848714000 China Standard Time",â\234\223,5,Write Var,1,378,ROSCTR:[Job     ] Function:[Write Var],Abnormal
1755,58.933483,192.168.0.13,192.168.0.1,S7COMM,85,0.001125,46408,102,852,641,64,"Jan 22, 2024 16:21:40.849839000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1756,58.975279,192.168.0.13,192.168.0.1,TCP,60,0.041796,46408,102,883,667,64,"Jan 22, 2024 16:21:40.891635000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=883 Ack=667 Win=64069 Len=0,Abnormal
1757,59.089804,192.168.1.241,192.168.1.1,COTP,61,1.114181,62991,102,2460,5774,128,"Jan 22, 2024 16:21:41.006160000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1758,59.099284,192.168.0.2,192.168.0.1,COTP,145,0.314514,56667,102,19923,60264,128,"Jan 22, 2024 16:21:41.015640000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1759,59.101853,192.168.0.2,192.168.0.1,COTP,61,0.002569,56667,102,20014,60318,128,"Jan 22, 2024 16:21:41.018209000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1760,59.101983,192.168.0.2,192.168.0.1,TCP,54,0.00013,56667,102,20021,60580,128,"Jan 22, 2024 16:21:41.018339000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=20021 Ack=60580 Win=64240 Len=0,Normal
1761,59.102028,192.168.0.2,192.168.0.1,COTP,61,0.000045,56667,102,20021,60580,128,"Jan 22, 2024 16:21:41.018384000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1762,59.413215,192.168.0.2,192.168.0.1,COTP,145,0.311187,56667,102,20028,60580,128,"Jan 22, 2024 16:21:41.329571000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1763,59.413733,192.168.0.2,192.168.0.1,COTP,61,0.000518,56667,102,20119,60634,128,"Jan 22, 2024 16:21:41.330089000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1764,59.413877,192.168.0.2,192.168.0.1,COTP,61,0.000144,56667,102,20126,60896,128,"Jan 22, 2024 16:21:41.330233000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1765,59.695478,192.168.0.2,192.168.0.1,COTP,61,1.003017,56665,102,815,9695,128,"Jan 22, 2024 16:21:41.611834000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1766,59.724562,192.168.0.2,192.168.0.1,COTP,145,0.310685,56667,102,20133,60896,128,"Jan 22, 2024 16:21:41.640918000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1767,59.724962,192.168.0.2,192.168.0.1,COTP,61,0.0004,56667,102,20224,60950,128,"Jan 22, 2024 16:21:41.641318000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1768,59.725137,192.168.0.2,192.168.0.1,COTP,61,0.000175,56667,102,20231,61212,128,"Jan 22, 2024 16:21:41.641493000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1769,59.935338,192.168.0.13,192.168.0.1,S7COMM,85,0.960059,46408,102,883,667,64,"Jan 22, 2024 16:21:41.851694000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1770,59.935594,192.168.0.13,192.168.0.1,TCP,60,0.000256,46408,102,914,693,64,"Jan 22, 2024 16:21:41.851950000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=914 Ack=693 Win=64069 Len=0,Abnormal
1771,59.936534,192.168.0.13,192.168.0.1,S7COMM,90,0.00094,46408,102,914,693,64,"Jan 22, 2024 16:21:41.852890000 China Standard Time",â\234\223,5,Write Var,1,378,ROSCTR:[Job     ] Function:[Write Var],Abnormal
1772,59.937762,192.168.0.13,192.168.0.1,S7COMM,85,0.001228,46408,102,950,715,64,"Jan 22, 2024 16:21:41.854118000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1773,59.979673,192.168.0.13,192.168.0.1,TCP,60,0.041911,46408,102,981,741,64,"Jan 22, 2024 16:21:41.896029000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=981 Ack=741 Win=64069 Len=0,Abnormal
1774,60.035436,192.168.0.2,192.168.0.1,COTP,145,0.310299,56667,102,20238,61212,128,"Jan 22, 2024 16:21:41.951792000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1775,60.036073,192.168.0.2,192.168.0.1,COTP,61,0.000637,56667,102,20329,61266,128,"Jan 22, 2024 16:21:41.952429000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1776,60.036211,192.168.0.2,192.168.0.1,COTP,61,0.000138,56667,102,20336,61528,128,"Jan 22, 2024 16:21:41.952567000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1777,60.203963,192.168.1.241,192.168.1.1,COTP,61,1.114159,62991,102,2467,5872,128,"Jan 22, 2024 16:21:42.120319000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1778,60.344583,192.168.0.2,192.168.0.1,COTP,145,0.308372,56667,102,20343,61528,128,"Jan 22, 2024 16:21:42.260939000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1779,60.345038,192.168.0.2,192.168.0.1,COTP,61,0.000455,56667,102,20434,61582,128,"Jan 22, 2024 16:21:42.261394000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1780,60.345332,192.168.0.2,192.168.0.1,COTP,61,0.000294,56667,102,20441,61844,128,"Jan 22, 2024 16:21:42.261688000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1781,60.655616,192.168.0.2,192.168.0.1,COTP,145,0.310284,56667,102,20448,61844,128,"Jan 22, 2024 16:21:42.571972000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1782,60.656184,192.168.0.2,192.168.0.1,COTP,61,0.000568,56667,102,20539,61898,128,"Jan 22, 2024 16:21:42.572540000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1783,60.65635,192.168.0.2,192.168.0.1,TCP,54,0.000166,56667,102,20546,62160,128,"Jan 22, 2024 16:21:42.572706000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=20546 Ack=62160 Win=64240 Len=0,Normal
1784,60.656398,192.168.0.2,192.168.0.1,COTP,61,0.000048,56667,102,20546,62160,128,"Jan 22, 2024 16:21:42.572754000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1785,60.694394,192.168.0.2,192.168.0.1,COTP,61,0.998916,56665,102,822,9825,128,"Jan 22, 2024 16:21:42.610750000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1786,60.939079,192.168.0.13,192.168.0.1,S7COMM,85,0.959406,46408,102,981,741,64,"Jan 22, 2024 16:21:42.855435000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1787,60.939435,192.168.0.13,192.168.0.1,TCP,60,0.000356,46408,102,1012,767,64,"Jan 22, 2024 16:21:42.855791000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1012 Ack=767 Win=64069 Len=0,Abnormal
1788,60.940546,192.168.0.13,192.168.0.1,S7COMM,90,0.001111,46408,102,1012,767,64,"Jan 22, 2024 16:21:42.856902000 China Standard Time",â\234\223,5,Write Var,1,378,ROSCTR:[Job     ] Function:[Write Var],Abnormal
1789,60.941953,192.168.0.13,192.168.0.1,S7COMM,85,0.001407,46408,102,1048,789,64,"Jan 22, 2024 16:21:42.858309000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1790,60.969479,192.168.0.2,192.168.0.1,COTP,145,0.313081,56667,102,20553,62160,128,"Jan 22, 2024 16:21:42.885835000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1791,60.970237,192.168.0.2,192.168.0.1,COTP,61,0.000758,56667,102,20644,62214,128,"Jan 22, 2024 16:21:42.886593000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1792,60.970587,192.168.0.2,192.168.0.1,COTP,61,0.00035,56667,102,20651,62476,128,"Jan 22, 2024 16:21:42.886943000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1793,60.983282,192.168.0.13,192.168.0.1,TCP,60,0.041329,46408,102,1079,815,64,"Jan 22, 2024 16:21:42.899638000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1079 Ack=815 Win=64069 Len=0,Abnormal
1794,61.272239,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:21:43.188595000 China Standard Time",,,,,,Membership Report / Leave group 224.0.0.252,Normal
1795,61.282735,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:21:43.199091000 China Standard Time",,,,,,Membership Report / Join group 224.0.0.252 for any sources,Normal
1796,61.283513,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:21:43.199869000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
1797,61.284393,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:21:43.200749000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
1798,61.284657,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:21:43.201013000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
1799,61.285501,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:21:43.201857000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
1800,61.28563,192.168.0.2,192.168.0.1,COTP,145,0.315043,56667,102,20658,62476,128,"Jan 22, 2024 16:21:43.201986000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1801,61.286089,192.168.0.2,192.168.0.1,COTP,61,0.000459,56667,102,20749,62530,128,"Jan 22, 2024 16:21:43.202445000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1802,61.286284,192.168.0.2,192.168.0.1,COTP,61,0.000195,56667,102,20756,62792,128,"Jan 22, 2024 16:21:43.202640000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1803,61.286319,192.168.0.2,224.0.0.252,LLMNR,75,,,,,,1,"Jan 22, 2024 16:21:43.202675000 China Standard Time",,,,,,Standard query 0x331b ANY DESKTOP-5756DN0,Normal
1804,61.286832,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:21:43.203188000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
1805,61.28753,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:21:43.203886000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
1806,61.323746,192.168.1.241,192.168.1.1,COTP,61,1.119783,62991,102,2474,5969,128,"Jan 22, 2024 16:21:43.240102000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1807,61.324089,192.168.1.241,192.168.1.1,COTP,146,0.000343,62991,102,2481,5969,128,"Jan 22, 2024 16:21:43.240445000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1808,61.601609,192.168.0.2,192.168.0.1,COTP,145,0.315325,56667,102,20763,62792,128,"Jan 22, 2024 16:21:43.517965000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1809,61.602003,192.168.0.2,192.168.0.1,COTP,61,0.000394,56667,102,20854,62846,128,"Jan 22, 2024 16:21:43.518359000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1810,61.602671,192.168.0.2,192.168.0.1,COTP,61,0.000668,56667,102,20861,63108,128,"Jan 22, 2024 16:21:43.519027000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1811,61.624517,192.168.0.2,192.168.0.1,COTP,61,0.930123,56665,102,829,9874,128,"Jan 22, 2024 16:21:43.540873000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1812,61.700721,192.168.0.2,192.168.0.1,COTP,61,0.076204,56665,102,836,10004,128,"Jan 22, 2024 16:21:43.617077000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1813,61.703057,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:21:43.619413000 China Standard Time",,,,,,Membership Report / Join group 224.0.0.252 for any sources,Normal
1814,61.916862,192.168.0.2,192.168.0.1,COTP,145,0.314191,56667,102,20868,63108,128,"Jan 22, 2024 16:21:43.833218000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1815,61.917526,192.168.0.2,192.168.0.1,COTP,61,0.000664,56667,102,20959,63162,128,"Jan 22, 2024 16:21:43.833882000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1816,61.917708,192.168.0.2,192.168.0.1,COTP,61,0.000182,56667,102,20966,63424,128,"Jan 22, 2024 16:21:43.834064000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1817,61.943527,192.168.0.13,192.168.0.1,S7COMM,85,0.960245,46408,102,1079,815,64,"Jan 22, 2024 16:21:43.859883000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1818,61.9438,192.168.0.13,192.168.0.1,TCP,60,0.000273,46408,102,1110,841,64,"Jan 22, 2024 16:21:43.860156000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1110 Ack=841 Win=64069 Len=0,Abnormal
1819,61.944714,192.168.0.13,192.168.0.1,S7COMM,90,0.000914,46408,102,1110,841,64,"Jan 22, 2024 16:21:43.861070000 China Standard Time",â\234\223,5,Write Var,1,378,ROSCTR:[Job     ] Function:[Write Var],Abnormal
1820,61.945944,192.168.0.13,192.168.0.1,S7COMM,85,0.00123,46408,102,1146,863,64,"Jan 22, 2024 16:21:43.862300000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1821,61.987276,192.168.0.13,192.168.0.1,TCP,60,0.041332,46408,102,1177,889,64,"Jan 22, 2024 16:21:43.903632000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1177 Ack=889 Win=64069 Len=0,Abnormal
1822,62.238468,192.168.0.2,192.168.0.1,COTP,145,0.32076,56667,102,20973,63424,128,"Jan 22, 2024 16:21:44.154824000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1823,62.239063,192.168.0.2,192.168.0.1,COTP,61,0.000595,56667,102,21064,63478,128,"Jan 22, 2024 16:21:44.155419000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1824,62.239773,192.168.0.2,192.168.0.1,COTP,61,0.00071,56667,102,21071,63740,128,"Jan 22, 2024 16:21:44.156129000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1825,62.433447,192.168.1.241,192.168.1.1,COTP,61,1.109358,62991,102,2573,6066,128,"Jan 22, 2024 16:21:44.349803000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1826,62.54813,192.168.0.2,192.168.0.1,COTP,145,0.308357,56667,102,21078,63740,128,"Jan 22, 2024 16:21:44.464486000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1827,62.548667,192.168.0.2,192.168.0.1,COTP,61,0.000537,56667,102,21169,63794,128,"Jan 22, 2024 16:21:44.465023000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1828,62.549035,192.168.0.2,192.168.0.1,COTP,61,0.000368,56667,102,21176,64056,128,"Jan 22, 2024 16:21:44.465391000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1829,62.700315,192.168.0.2,192.168.0.1,COTP,61,0.999594,56665,102,843,10134,128,"Jan 22, 2024 16:21:44.616671000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1830,62.860711,192.168.0.2,192.168.0.1,COTP,145,0.311676,56667,102,21183,64056,128,"Jan 22, 2024 16:21:44.777067000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1831,62.861756,192.168.0.2,192.168.0.1,COTP,61,0.001045,56667,102,21274,64110,128,"Jan 22, 2024 16:21:44.778112000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1832,62.861931,192.168.0.2,192.168.0.1,COTP,61,0.000175,56667,102,21281,64372,128,"Jan 22, 2024 16:21:44.778287000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1833,62.895847,192.168.1.241,192.168.1.1,COTP,163,0.4624,62991,102,2580,6066,128,"Jan 22, 2024 16:21:44.812203000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1834,62.896522,192.168.1.241,192.168.1.1,COTP,61,0.000675,62991,102,2689,6137,128,"Jan 22, 2024 16:21:44.812878000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1835,62.947928,192.168.0.13,192.168.0.1,S7COMM,85,0.960652,46408,102,1177,889,64,"Jan 22, 2024 16:21:44.864284000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1836,62.948637,192.168.0.13,192.168.0.1,TCP,60,0.000709,46408,102,1208,915,64,"Jan 22, 2024 16:21:44.864993000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1208 Ack=915 Win=64069 Len=0,Abnormal
1837,62.949224,192.168.0.13,192.168.0.1,S7COMM,90,0.000587,46408,102,1208,915,64,"Jan 22, 2024 16:21:44.865580000 China Standard Time",â\234\223,5,Write Var,1,378,ROSCTR:[Job     ] Function:[Write Var],Abnormal
1838,62.950426,192.168.0.13,192.168.0.1,S7COMM,85,0.001202,46408,102,1244,937,64,"Jan 22, 2024 16:21:44.866782000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1839,62.995559,192.168.0.13,192.168.0.1,TCP,60,0.045133,46408,102,1275,963,64,"Jan 22, 2024 16:21:44.911915000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1275 Ack=963 Win=64069 Len=0,Abnormal
1840,63.073922,192.168.1.241,192.168.1.1,COTP,61,0.1774,62991,102,2696,6186,128,"Jan 22, 2024 16:21:44.990278000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1841,63.177589,192.168.0.2,192.168.0.1,COTP,145,0.315658,56667,102,21288,64372,128,"Jan 22, 2024 16:21:45.093945000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1842,63.177945,192.168.0.2,192.168.0.1,COTP,61,0.000356,56667,102,21379,64426,128,"Jan 22, 2024 16:21:45.094301000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1843,63.178175,192.168.0.2,192.168.0.1,COTP,61,0.00023,56667,102,21386,64688,128,"Jan 22, 2024 16:21:45.094531000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1844,63.487484,192.168.0.2,192.168.0.1,COTP,145,0.309309,56667,102,21393,64688,128,"Jan 22, 2024 16:21:45.403840000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1845,63.490168,192.168.0.2,192.168.0.1,COTP,61,0.002684,56667,102,21484,64742,128,"Jan 22, 2024 16:21:45.406524000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1846,63.49047,192.168.0.2,192.168.0.1,COTP,61,0.000302,56667,102,21491,65004,128,"Jan 22, 2024 16:21:45.406826000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1847,63.547696,192.168.1.241,192.168.1.1,COTP,61,0.473774,62991,102,2703,6283,128,"Jan 22, 2024 16:21:45.464052000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1848,63.709283,192.168.0.2,192.168.0.1,COTP,61,1.008968,56665,102,850,10264,128,"Jan 22, 2024 16:21:45.625639000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1849,63.800445,192.168.0.2,192.168.0.1,COTP,145,0.309975,56667,102,21498,65004,128,"Jan 22, 2024 16:21:45.716801000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1850,63.803106,192.168.0.2,192.168.0.1,COTP,61,0.002661,56667,102,21589,65058,128,"Jan 22, 2024 16:21:45.719462000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1851,63.803276,192.168.0.2,192.168.0.1,TCP,54,0.00017,56667,102,21596,65320,128,"Jan 22, 2024 16:21:45.719632000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=21596 Ack=65320 Win=64240 Len=0,Normal
1852,63.803314,192.168.0.2,192.168.0.1,COTP,61,0.000038,56667,102,21596,65320,128,"Jan 22, 2024 16:21:45.719670000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1853,63.952184,192.168.0.13,192.168.0.1,S7COMM,85,0.956625,46408,102,1275,963,64,"Jan 22, 2024 16:21:45.868540000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1854,63.952404,192.168.0.13,192.168.0.1,TCP,60,0.00022,46408,102,1306,989,64,"Jan 22, 2024 16:21:45.868760000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1306 Ack=989 Win=64069 Len=0,Abnormal
1855,63.953611,192.168.0.13,192.168.0.1,S7COMM,90,0.001207,46408,102,1306,989,64,"Jan 22, 2024 16:21:45.869967000 China Standard Time",â\234\223,5,Write Var,1,378,ROSCTR:[Job     ] Function:[Write Var],Abnormal
1856,63.954823,192.168.0.13,192.168.0.1,S7COMM,85,0.001212,46408,102,1342,1011,64,"Jan 22, 2024 16:21:45.871179000 China Standard Time",â\234\223,0,Read Var,,378,ROSCTR:[Job     ] Function:[Read Var],Abnormal
1857,63.971224,192.168.0.2,192.168.0.1,COTP,61,0.16791,56667,102,21603,65369,128,"Jan 22, 2024 16:21:45.887580000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1858,63.999327,192.168.0.13,192.168.0.1,TCP,60,0.044504,46408,102,1373,1037,64,"Jan 22, 2024 16:21:45.915683000 China Standard Time",,,,,,46408  >  102 [ACK] Seq=1373 Ack=1037 Win=64069 Len=0,Abnormal
1859,64.114301,192.168.0.2,192.168.0.1,COTP,145,0.143077,56667,102,21610,65369,128,"Jan 22, 2024 16:21:46.030657000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
1860,64.114972,192.168.0.2,192.168.0.1,COTP,61,0.000671,56667,102,21701,65423,128,"Jan 22, 2024 16:21:46.031328000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1861,64.115125,192.168.0.2,192.168.0.1,COTP,61,0.000153,56667,102,21708,65685,128,"Jan 22, 2024 16:21:46.031481000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
1862,64.2371,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:21:46.153456000 China Standard Time",,,,,,Membership Report / Leave group 224.0.0.252,Normal
1863,64.247888,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:21:46.164244000 China Standard Time",,,,,,Membership Report / Join group 224.0.0.252 for any sources,Normal
1864,64.248668,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:21:46.165024000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
1865,64.249773,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:21:46.166129000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
1866,64.250483,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:21:46.166839000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
